transaction_id,date,period,region,channel,customer_segment,product_category,order_completed,revenue
6328,2026-05-04,pre_launch,South,Android App,Returning Customer,Home,1,1829.24
5654,2026-05-04,pre_launch,East,Android App,New Customer,Home,0,0.0
4092,2026-05-04,pre_launch,North,iOS App,New Customer,Fashion,1,1643.16
4090,2026-05-04,pre_launch,West,Web,Returning Customer,Fashion,1,1563.94
4087,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1475.01
2639,2026-05-04,pre_launch,West,Web,Returning Customer,Grocery,1,956.13
264,2026-05-04,pre_launch,South,iOS App,Returning Customer,Electronics,0,0.0
10710,2026-05-04,pre_launch,South,Android App,New Customer,Electronics,1,2349.36
278,2026-05-04,pre_launch,South,Web,Returning Customer,Electronics,1,4687.0
11695,2026-05-04,pre_launch,East,Web,New Customer,Electronics,0,0.0
8911,2026-05-04,pre_launch,South,Android App,New Customer,Electronics,1,2629.34
10923,2026-05-04,pre_launch,South,Android App,New Customer,Electronics,1,2771.57
7832,2026-05-04,pre_launch,North,Web,New Customer,Electronics,1,2521.44
7447,2026-05-04,pre_launch,North,Web,New Customer,Fashion,1,1846.41
2400,2026-05-04,pre_launch,West,Android App,New Customer,Home,1,2629.41
12854,2026-05-04,pre_launch,West,Web,Returning Customer,Grocery,1,947.85
7580,2026-05-04,pre_launch,North,Web,Returning Customer,Electronics,1,3109.2
9824,2026-05-04,pre_launch,South,iOS App,New Customer,Grocery,1,868.13
7021,2026-05-04,pre_launch,West,Web,Returning Customer,Electronics,0,0.0
7966,2026-05-04,pre_launch,North,iOS App,Returning Customer,Fashion,1,2190.6
10913,2026-05-04,pre_launch,West,Web,Returning Customer,Home,1,1460.08
4220,2026-05-04,pre_launch,East,Web,New Customer,Electronics,0,0.0
8199,2026-05-04,pre_launch,North,Web,New Customer,Grocery,0,0.0
6748,2026-05-04,pre_launch,South,Android App,New Customer,Fashion,1,1719.74
4217,2026-05-04,pre_launch,North,Android App,Returning Customer,Fashion,0,0.0
8333,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,1,3843.72
320,2026-05-04,pre_launch,South,Web,Returning Customer,Beauty,0,0.0
12843,2026-05-04,pre_launch,East,iOS App,New Customer,Fashion,1,1221.41
4208,2026-05-04,pre_launch,North,Android App,Returning Customer,Beauty,1,987.78
11316,2026-05-04,pre_launch,East,iOS App,Returning Customer,Beauty,1,1241.37
2471,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,1,947.03
5616,2026-05-04,pre_launch,West,Web,New Customer,Fashion,1,1565.52
2476,2026-05-04,pre_launch,West,Android App,Returning Customer,Grocery,1,992.06
7353,2026-05-04,pre_launch,West,iOS App,Returning Customer,Fashion,1,1903.93
12076,2026-05-04,pre_launch,North,iOS App,New Customer,Fashion,1,1683.61
12120,2026-05-04,pre_launch,East,Android App,Returning Customer,Fashion,0,0.0
12509,2026-05-04,pre_launch,East,Android App,Returning Customer,Beauty,1,1440.14
11824,2026-05-04,pre_launch,South,Web,Returning Customer,Beauty,1,1281.9
11823,2026-05-04,pre_launch,North,Web,Returning Customer,Electronics,0,0.0
304,2026-05-04,pre_launch,East,iOS App,New Customer,Electronics,1,3339.15
4181,2026-05-04,pre_launch,South,iOS App,Returning Customer,Beauty,1,1164.57
11727,2026-05-04,pre_launch,East,iOS App,Returning Customer,Home,1,1789.88
645,2026-05-04,pre_launch,North,Android App,New Customer,Fashion,1,1325.09
2096,2026-05-04,pre_launch,North,Web,New Customer,Grocery,1,845.32
7943,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,1,1647.28
5463,2026-05-04,pre_launch,South,Android App,Returning Customer,Beauty,1,1236.89
5966,2026-05-04,pre_launch,East,Android App,New Customer,Fashion,1,1176.26
4840,2026-05-04,pre_launch,East,iOS App,Returning Customer,Electronics,1,2471.75
531,2026-05-04,pre_launch,West,Web,New Customer,Grocery,1,712.52
7380,2026-05-04,pre_launch,North,Web,New Customer,Fashion,1,1372.19
1742,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1803.14
1746,2026-05-04,pre_launch,East,Web,New Customer,Fashion,0,0.0
1751,2026-05-04,pre_launch,West,Android App,Returning Customer,Fashion,1,1952.54
1767,2026-05-04,pre_launch,East,iOS App,New Customer,Electronics,1,2636.35
6201,2026-05-04,pre_launch,North,Web,Returning Customer,Beauty,1,1488.64
1771,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1646.78
4649,2026-05-04,pre_launch,North,Web,New Customer,Fashion,1,824.06
519,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1842.31
1481,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,0,0.0
5408,2026-05-04,pre_launch,North,iOS App,Returning Customer,Electronics,0,0.0
4641,2026-05-04,pre_launch,North,Web,Returning Customer,Home,1,2380.6
12362,2026-05-04,pre_launch,North,iOS App,New Customer,Home,0,0.0
1808,2026-05-04,pre_launch,North,iOS App,New Customer,Home,1,2019.1
1463,2026-05-04,pre_launch,South,iOS App,New Customer,Beauty,1,1547.8
6205,2026-05-04,pre_launch,South,iOS App,New Customer,Fashion,1,1266.71
10759,2026-05-04,pre_launch,North,iOS App,Returning Customer,Fashion,1,1241.19
609,2026-05-04,pre_launch,East,Web,New Customer,Fashion,1,2013.87
1462,2026-05-04,pre_launch,South,Android App,Returning Customer,Electronics,1,3004.75
10138,2026-05-04,pre_launch,North,iOS App,New Customer,Electronics,0,0.0
4613,2026-05-04,pre_launch,South,iOS App,Returning Customer,Fashion,1,1448.4
10317,2026-05-04,pre_launch,East,Web,Returning Customer,Beauty,1,1000.55
5958,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,1,3593.34
6884,2026-05-04,pre_launch,North,iOS App,New Customer,Electronics,1,1874.44
1467,2026-05-04,pre_launch,West,Web,Returning Customer,Home,1,2640.42
10181,2026-05-04,pre_launch,North,iOS App,New Customer,Electronics,0,0.0
538,2026-05-04,pre_launch,South,Android App,Returning Customer,Grocery,1,718.72
539,2026-05-04,pre_launch,West,iOS App,Returning Customer,Grocery,1,678.65
10266,2026-05-04,pre_launch,East,iOS App,Returning Customer,Grocery,1,581.48
1592,2026-05-04,pre_launch,South,iOS App,New Customer,Beauty,1,1131.7
13233,2026-05-04,pre_launch,West,Android App,New Customer,Electronics,1,3684.55
5435,2026-05-04,pre_launch,South,Web,New Customer,Beauty,0,0.0
4806,2026-05-04,pre_launch,South,Android App,Returning Customer,Electronics,1,3533.78
12241,2026-05-04,pre_launch,East,iOS App,Returning Customer,Grocery,0,0.0
12377,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,1,850.4
1616,2026-05-04,pre_launch,North,Web,New Customer,Grocery,1,1068.08
7508,2026-05-04,pre_launch,South,Android App,New Customer,Fashion,1,1562.04
1622,2026-05-04,pre_launch,North,Web,New Customer,Home,1,2001.94
5441,2026-05-04,pre_launch,West,Web,New Customer,Fashion,1,1753.06
12141,2026-05-04,pre_launch,South,Android App,Returning Customer,Grocery,0,0.0
10239,2026-05-04,pre_launch,West,Android App,Returning Customer,Electronics,1,3794.67
8658,2026-05-04,pre_launch,East,Web,New Customer,Beauty,1,971.53
587,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,0,0.0
12102,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,1,2221.05
10228,2026-05-04,pre_launch,West,Android App,New Customer,Home,1,1274.08
5450,2026-05-04,pre_launch,West,Android App,Returning Customer,Beauty,1,1098.25
1645,2026-05-04,pre_launch,North,Web,New Customer,Beauty,1,1076.31
6917,2026-05-04,pre_launch,North,Web,New Customer,Home,1,2161.74
12385,2026-05-04,pre_launch,North,Android App,New Customer,Fashion,1,1383.2
6149,2026-05-04,pre_launch,East,Web,New Customer,Fashion,1,1054.34
7180,2026-05-04,pre_launch,South,Android App,New Customer,Beauty,1,1172.74
4712,2026-05-04,pre_launch,North,iOS App,Returning Customer,Electronics,0,0.0
10211,2026-05-04,pre_launch,East,Android App,New Customer,Electronics,0,0.0
6141,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,1,4620.34
4689,2026-05-04,pre_launch,North,Web,New Customer,Home,1,2146.74
11950,2026-05-04,pre_launch,East,Web,New Customer,Electronics,1,4078.3
13048,2026-05-04,pre_launch,South,Web,Returning Customer,Home,1,1367.29
10132,2026-05-04,pre_launch,North,Web,Returning Customer,Beauty,1,1141.9
2649,2026-05-04,pre_launch,South,iOS App,Returning Customer,Beauty,1,1445.33
8604,2026-05-04,pre_launch,North,Android App,New Customer,Fashion,0,0.0
8722,2026-05-04,pre_launch,West,Android App,New Customer,Fashion,1,1009.12
5517,2026-05-04,pre_launch,West,Web,New Customer,Grocery,1,567.82
1999,2026-05-04,pre_launch,West,Web,New Customer,Beauty,1,1475.39
5391,2026-05-04,pre_launch,South,iOS App,New Customer,Electronics,1,3781.81
12430,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1811.36
2011,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1624.17
10037,2026-05-04,pre_launch,East,Web,New Customer,Fashion,1,1289.52
10853,2026-05-04,pre_launch,North,iOS App,Returning Customer,Electronics,1,3370.15
4497,2026-05-04,pre_launch,East,Android App,New Customer,Home,1,1536.07
5945,2026-05-04,pre_launch,South,Web,Returning Customer,Beauty,1,985.64
4496,2026-05-04,pre_launch,North,iOS App,New Customer,Fashion,1,1702.37
2018,2026-05-04,pre_launch,West,Web,New Customer,Electronics,1,4295.77
10032,2026-05-04,pre_launch,West,Web,Returning Customer,Beauty,1,1639.45
2023,2026-05-04,pre_launch,South,Web,New Customer,Fashion,0,0.0
455,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,1,2477.57
11560,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,1,1440.41
4878,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,0,0.0
12092,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,1,1018.41
4472,2026-05-04,pre_launch,South,Android App,Returning Customer,Grocery,1,876.02
11552,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,0,0.0
432,2026-05-04,pre_launch,East,Android App,Returning Customer,Beauty,1,1140.5
9998,2026-05-04,pre_launch,North,Web,Returning Customer,Electronics,1,2512.54
11275,2026-05-04,pre_launch,North,Android App,Returning Customer,Beauty,0,0.0
2078,2026-05-04,pre_launch,North,Web,Returning Customer,Grocery,1,710.14
7172,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,1,738.26
5534,2026-05-04,pre_launch,North,Web,New Customer,Electronics,1,3413.73
424,2026-05-04,pre_launch,West,Web,Returning Customer,Grocery,1,750.67
4453,2026-05-04,pre_launch,East,iOS App,New Customer,Beauty,0,0.0
12906,2026-05-04,pre_launch,North,Web,New Customer,Electronics,1,3601.4
6229,2026-05-04,pre_launch,West,Web,New Customer,Beauty,1,1415.21
6228,2026-05-04,pre_launch,East,iOS App,Returning Customer,Grocery,1,743.44
8752,2026-05-04,pre_launch,North,Android App,Returning Customer,Grocery,0,0.0
1985,2026-05-04,pre_launch,North,Android App,New Customer,Fashion,1,1183.91
12114,2026-05-04,pre_launch,East,Android App,Returning Customer,Electronics,1,4354.44
4859,2026-05-04,pre_launch,North,Web,New Customer,Beauty,1,1822.59
10125,2026-05-04,pre_launch,North,Android App,Returning Customer,Home,1,2094.64
4860,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1493.74
1875,2026-05-04,pre_launch,South,iOS App,Returning Customer,Fashion,0,0.0
1442,2026-05-04,pre_launch,East,Web,Returning Customer,Beauty,1,1463.76
8261,2026-05-04,pre_launch,East,iOS App,Returning Customer,Beauty,1,1056.85
4584,2026-05-04,pre_launch,East,Android App,Returning Customer,Grocery,1,691.31
11245,2026-05-04,pre_launch,South,iOS App,Returning Customer,Beauty,0,0.0
6873,2026-05-04,pre_launch,South,Android App,Returning Customer,Beauty,1,1722.34
1894,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,0,0.0
622,2026-05-04,pre_launch,East,Android App,New Customer,Fashion,1,1162.79
1906,2026-05-04,pre_launch,East,iOS App,Returning Customer,Grocery,0,0.0
1910,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,0,0.0
4560,2026-05-04,pre_launch,West,Web,Returning Customer,Fashion,1,1262.03
1918,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1357.13
1919,2026-05-04,pre_launch,North,Android App,Returning Customer,Home,1,2590.07
12418,2026-05-04,pre_launch,South,iOS App,Returning Customer,Electronics,1,3470.78
6963,2026-05-04,pre_launch,North,Android App,New Customer,Beauty,1,1296.91
6964,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1545.84
7893,2026-05-04,pre_launch,East,Android App,Returning Customer,Home,1,2234.27
7526,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,1,626.17
4533,2026-05-04,pre_launch,North,Web,New Customer,Fashion,1,1612.18
1429,2026-05-04,pre_launch,East,iOS App,New Customer,Beauty,0,0.0
12357,2026-05-04,pre_launch,North,Web,New Customer,Electronics,0,0.0
6858,2026-05-04,pre_launch,North,Web,New Customer,Electronics,0,0.0
4872,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1434.8
11257,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,1,1386.66
10052,2026-05-04,pre_launch,North,Web,Returning Customer,Electronics,0,0.0
6882,2026-05-04,pre_launch,South,Web,Returning Customer,Fashion,0,0.0
259,2026-05-04,pre_launch,East,Android App,New Customer,Electronics,1,3136.23
12204,2026-05-04,pre_launch,North,Web,Returning Customer,Electronics,1,3472.53
11086,2026-05-04,pre_launch,South,Android App,Returning Customer,Electronics,1,2996.98
11076,2026-05-04,pre_launch,East,iOS App,New Customer,Fashion,1,1716.95
3126,2026-05-04,pre_launch,West,Web,New Customer,Home,1,3115.12
6565,2026-05-04,pre_launch,South,Android App,New Customer,Electronics,0,0.0
7426,2026-05-04,pre_launch,North,Android App,New Customer,Grocery,1,441.68
3137,2026-05-04,pre_launch,North,Android App,New Customer,Beauty,1,1015.48
768,2026-05-04,pre_launch,West,Android App,Returning Customer,Beauty,1,1092.27
11026,2026-05-04,pre_launch,East,Android App,New Customer,Electronics,1,4184.82
3151,2026-05-04,pre_launch,West,Web,New Customer,Beauty,1,1574.7
8462,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1262.53
3734,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,0,0.0
3171,2026-05-04,pre_launch,West,Web,Returning Customer,Fashion,1,1468.02
5873,2026-05-04,pre_launch,East,Android App,Returning Customer,Fashion,1,2161.96
959,2026-05-04,pre_launch,South,Web,Returning Customer,Home,0,0.0
3182,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,1,973.71
8125,2026-05-04,pre_launch,South,Web,New Customer,Grocery,1,754.14
957,2026-05-04,pre_launch,South,Android App,New Customer,Fashion,0,0.0
3186,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,1,3126.75
11793,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1465.49
9126,2026-05-04,pre_launch,West,iOS App,Returning Customer,Electronics,1,2367.75
11387,2026-05-04,pre_launch,North,iOS App,Returning Customer,Grocery,1,1090.79
775,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1191.77
9128,2026-05-04,pre_launch,North,Android App,Returning Customer,Electronics,1,3376.99
8454,2026-05-04,pre_launch,North,iOS App,Returning Customer,Grocery,0,0.0
5164,2026-05-04,pre_launch,South,Web,Returning Customer,Electronics,1,4801.49
9408,2026-05-04,pre_launch,West,iOS App,New Customer,Fashion,0,0.0
9404,2026-05-04,pre_launch,South,iOS App,Returning Customer,Beauty,1,1455.57
7755,2026-05-04,pre_launch,West,Android App,Returning Customer,Home,1,1666.01
11467,2026-05-04,pre_launch,South,Web,Returning Customer,Electronics,1,3179.34
3776,2026-05-04,pre_launch,East,Web,Returning Customer,Grocery,1,754.05
9475,2026-05-04,pre_launch,South,Web,Returning Customer,Home,1,2336.17
3087,2026-05-04,pre_launch,South,Web,Returning Customer,Electronics,0,0.0
5311,2026-05-04,pre_launch,West,Web,New Customer,Home,1,2187.51
6393,2026-05-04,pre_launch,West,Web,New Customer,Electronics,1,2508.35
11361,2026-05-04,pre_launch,West,iOS App,Returning Customer,Electronics,1,3069.52
5310,2026-05-04,pre_launch,West,Web,New Customer,Electronics,1,4166.31
5732,2026-05-04,pre_launch,North,Android App,Returning Customer,Home,1,2342.63
11733,2026-05-04,pre_launch,East,Android App,Returning Customer,Electronics,1,3252.03
12728,2026-05-04,pre_launch,West,Android App,New Customer,Home,1,1409.95
145,2026-05-04,pre_launch,East,Web,New Customer,Beauty,1,945.03
5741,2026-05-04,pre_launch,North,iOS App,Returning Customer,Electronics,1,3262.42
6400,2026-05-04,pre_launch,West,Android App,Returning Customer,Fashion,1,1090.7
6602,2026-05-04,pre_launch,North,Android App,Returning Customer,Beauty,1,1487.66
12578,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,1,2792.05
3031,2026-05-04,pre_launch,South,Web,Returning Customer,Grocery,1,941.74
12602,2026-05-04,pre_launch,West,Android App,New Customer,Fashion,1,1455.19
3033,2026-05-04,pre_launch,North,iOS App,Returning Customer,Fashion,0,0.0
11006,2026-05-04,pre_launch,South,Web,Returning Customer,Electronics,1,3236.03
1007,2026-05-04,pre_launch,West,Web,New Customer,Electronics,1,3700.99
3811,2026-05-04,pre_launch,West,Android App,New Customer,Fashion,0,0.0
3045,2026-05-04,pre_launch,West,Android App,Returning Customer,Grocery,1,926.61
10566,2026-05-04,pre_launch,South,Android App,Returning Customer,Electronics,1,3380.56
8513,2026-05-04,pre_launch,West,Android App,Returning Customer,Grocery,1,734.23
9498,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,0,0.0
8366,2026-05-04,pre_launch,North,Android App,Returning Customer,Fashion,1,1475.56
12028,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,0,0.0
6407,2026-05-04,pre_launch,South,iOS App,Returning Customer,Home,1,2083.24
994,2026-05-04,pre_launch,East,Android App,New Customer,Fashion,1,1687.6
3081,2026-05-04,pre_launch,South,Web,Returning Customer,Fashion,1,940.55
9085,2026-05-04,pre_launch,North,iOS App,Returning Customer,Beauty,0,0.0
11791,2026-05-04,pre_launch,North,Web,New Customer,Grocery,1,804.58
12603,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,1,2975.33
938,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,1,1764.01
12605,2026-05-04,pre_launch,North,Android App,New Customer,Grocery,0,0.0
3395,2026-05-04,pre_launch,South,iOS App,Returning Customer,Fashion,1,1901.08
9286,2026-05-04,pre_launch,East,iOS App,New Customer,Home,1,1611.64
877,2026-05-04,pre_launch,South,Web,Returning Customer,Fashion,0,0.0
6034,2026-05-04,pre_launch,North,Web,New Customer,Beauty,0,0.0
6017,2026-05-04,pre_launch,East,Web,New Customer,Fashion,1,1487.93
9208,2026-05-04,pre_launch,North,Android App,Returning Customer,Beauty,1,1573.05
8082,2026-05-04,pre_launch,West,Web,Returning Customer,Fashion,1,1608.47
24,2026-05-04,pre_launch,West,Web,Returning Customer,Fashion,1,2001.43
11435,2026-05-04,pre_launch,South,Android App,Returning Customer,Fashion,1,1071.81
7117,2026-05-04,pre_launch,East,Web,Returning Customer,Fashion,1,1360.36
853,2026-05-04,pre_launch,West,Web,Returning Customer,Electronics,1,3457.85
6495,2026-05-04,pre_launch,South,Web,Returning Customer,Home,0,0.0
5262,2026-05-04,pre_launch,West,Android App,New Customer,Grocery,1,448.92
3394,2026-05-04,pre_launch,South,iOS App,New Customer,Grocery,1,878.29
7731,2026-05-04,pre_launch,South,Android App,New Customer,Beauty,1,1228.26
811,2026-05-04,pre_launch,South,Web,New Customer,Electronics,0,0.0
8398,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1822.74
8397,2026-05-04,pre_launch,South,iOS App,Returning Customer,Fashion,0,0.0
5247,2026-05-04,pre_launch,South,iOS App,Returning Customer,Grocery,1,752.89
12042,2026-05-04,pre_launch,East,iOS App,Returning Customer,Electronics,1,3376.96
13331,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,1,1054.28
6493,2026-05-04,pre_launch,South,iOS App,Returning Customer,Grocery,0,0.0
3466,2026-05-04,pre_launch,East,Web,New Customer,Fashion,1,1511.92
832,2026-05-04,pre_launch,North,Web,Returning Customer,Fashion,1,1443.42
3478,2026-05-04,pre_launch,West,iOS App,Returning Customer,Fashion,1,1486.47
13177,2026-05-04,pre_launch,East,Android App,Returning Customer,Home,1,2400.37
6024,2026-05-04,pre_launch,East,Web,Returning Customer,Electronics,0,0.0
3489,2026-05-04,pre_launch,East,Web,Returning Customer,Grocery,1,749.36
10660,2026-05-04,pre_launch,South,Web,New Customer,Fashion,1,1516.88
2981,2026-05-04,pre_launch,East,Android App,New Customer,Electronics,1,3466.27
9199,2026-05-04,pre_launch,East,Android App,New Customer,Grocery,0,0.0
38,2026-05-04,pre_launch,West,Web,New Customer,Home,1,1914.96
